country,crop,year_2022,actual_yield_2022,year_2023,predicted_yield_2023,,,
Costa Rica,"Beans, dry",2022,723.8,2023,732.52585,,,
Costa Rica,Cantaloupes and other melons,2022,22967.5,2023,24906.41794,,,
Costa Rica,"Coconuts, in shell",2022,13137,2023,14061.06681,,,
Costa Rica,"Groundnuts, excluding shelled",2022,1091.3,2023,1058.915382,,,
Costa Rica,Lemons and limes,2022,20872.1,2023,21667.02942,,,
Costa Rica,Maize (corn),2022,1801.7,2023,1795.027915,,,
Costa Rica,"Mangoes, guavas and mangosteens",2022,6393.8,2023,6406.463753,,,
Costa Rica,Oil palm fruit,2022,16450.5,2023,18163.75106,,,
Costa Rica,Oranges,2022,21031.9,2023,22182.13068,,,
Costa Rica,Other berries and fruits of the genus vaccinium n.e.c.,2022,14475.3,2023,13805.08891,,,
Costa Rica,"Other fruits, n.e.c.",2022,6370.3,2023,8570.508581,,,
Costa Rica,"Other oil seeds, n.e.c.",2022,1554.7,2023,1718.558077,,,
Costa Rica,"Other tropical fruits, n.e.c.",2022,7652.1,2023,8854.2476,,,
Costa Rica,Papayas,2022,61672.9,2023,61017.35425,,,
Costa Rica,Pineapples,2022,72743.8,2023,58493.77241,,,
Costa Rica,Plantains and cooking bananas,2022,10832.3,2023,10437.31635,,,
Costa Rica,Pomelos and grapefruits,2022,8180.5,2023,9376.771008,,,
Costa Rica,Rice,2022,3818.2,2023,4154.275712,,,
Costa Rica,"Seed cotton, unginned",2022,809.6,2023,856.7344938,,,
Costa Rica,Sesame seed,2022,579.5,2023,554.9018265,,,
Costa Rica,Strawberries,2022,30531.4,2023,32866.7388,,,
Costa Rica,Sugar cane,2022,71067.1,2023,78751.71044,,,
Costa Rica,Watermelons,2022,33136.1,2023,36395.22939,,,
Costa Rica,"Roots and Tubers, Total",2022,13667.8,2023,12734.81185,,,
Costa Rica,"Treenuts, Total",2022,183.8,2023,219.3135371,,,
Costa Rica,Vegetables Primary,2022,24288.1,2023,21122.05379,,,
Croatia,Apples,2022,12824.7,2023,14216.87636,,,
Croatia,Apricots,2022,2161.3,2023,1039.263684,,,
Croatia,Barley,2022,5103.9,2023,4908.59668,,,
Croatia,Blueberries,2022,1825,2023,1981.633976,,,
Croatia,"Broad beans and horse beans, dry",2022,1365.5,2023,1169.008545,,,
Croatia,Cantaloupes and other melons,2022,18529.4,2023,18082.76728,,,
Croatia,Cereals n.e.c.,2022,970.9,2023,1309.648194,,,
Croatia,Cherries,2022,1978,2023,1204.990087,,,
Croatia,Figs,2022,1678.6,2023,2274.072282,,,
Croatia,Grapes,2022,5703.9,2023,5422.192525,,,
Croatia,Lemons and limes,2022,7800,2023,5493.090361,,,
Croatia,Maize (corn),2022,6125.3,2023,7702.646276,,,
Croatia,Oats,2022,3046.5,2023,2982.226862,,,
Croatia,Olives,2022,2016.6,2023,1395.340462,,,
Croatia,Oranges,2022,17000,2023,9303.400324,,,
Croatia,Other berries and fruits of the genus vaccinium n.e.c.,2022,1375,2023,2008.480936,,,
Croatia,"Other oil seeds, n.e.c.",2022,1009,2023,853.9232965,,,
Croatia,Other pulses n.e.c.,2022,666.7,2023,1438.599229,,,
Croatia,Peaches and nectarines,2022,6245.9,2023,5804.121622,,,
Croatia,Pears,2022,3016.7,2023,4665.829557,,,
Croatia,"Peas, dry",2022,2149.3,2023,2604.87219,,,
Croatia,Plums and sloes,2022,2988.8,2023,2650.853206,,,
Croatia,Rape or colza seed,2022,2592.4,2023,2421.204372,,,
Croatia,Raspberries,2022,2833.3,2023,2557.250088,,,
Croatia,Rye,2022,3536.6,2023,3690.679887,,,
Croatia,Sour cherries,2022,3112.2,2023,2466.603459,,,
Croatia,Soya beans,2022,2148.1,2023,2186.488619,,,
Croatia,Strawberries,2022,8888.9,2023,9148.604241,,,
Croatia,Sugar beet,2022,64363.3,2023,60914.95806,,,
Croatia,Sunflower seed,2022,2991,2023,2194.803784,,,
Croatia,"Tangerines, mandarins, clementines",2022,20563.7,2023,17680.63233,,,
Croatia,Triticale,2022,4224.6,2023,3591.6281,,,
Croatia,Watermelons,2022,23820,2023,24852.28046,,,
Croatia,Wheat,2022,6003,2023,5775.619057,,,
Croatia,"Roots and Tubers, Total",2022,14029.9,2023,14521.3014,,,
Croatia,"Treenuts, Total",2022,197.2,2023,174.7082862,,,
Croatia,Vegetables Primary,2022,25519.2,2023,30296.24785,,,
Cuba,"Agave fibres, raw, n.e.c.",2022,446.3,2023,458.8519407,,,
Cuba,Avocados,2022,12798.7,2023,15162.49089,,,
Cuba,Bananas,2022,7916.5,2023,6255.317482,,,
Cuba,"Beans, dry",2022,959.1,2023,885.371465,,,
Cuba,Cantaloupes and other melons,2022,7468.7,2023,8133.510608,,,
Cuba,"Chick peas, dry",2022,1000,2023,814.8286441,,,
Cuba,"Coconuts, in shell",2022,4976.5,2023,4371.310158,,,
Cuba,Grapes,2022,13297.7,2023,10336.54218,,,
Cuba,"Groundnuts, excluding shelled",2022,1042.8,2023,927.8161481,,,
Cuba,"Kenaf, and other textile bast fibres, raw or retted",2022,7004.5,2023,5903.262024,,,
Cuba,Lemons and limes,2022,7418.1,2023,6424.546422,,,
Cuba,Maize (corn),2022,1756.4,2023,1878.129312,,,
Cuba,"Mangoes, guavas and mangosteens",2022,10113.8,2023,7256.289866,,,
Cuba,Oranges,2022,2256.5,2023,2507.620273,,,
Cuba,"Other citrus fruit, n.e.c.",2022,5623.8,2023,5109.55429,,,
Cuba,"Other fruits, n.e.c.",2022,16574.3,2023,18457.55814,,,
Cuba,"Other tropical fruits, n.e.c.",2022,6905.3,2023,7022.309069,,,
Cuba,Papayas,2022,17139.4,2023,16853.85487,,,
Cuba,Pineapples,2022,5066.8,2023,4932.699196,,,
Cuba,Plantains and cooking bananas,2022,10373,2023,10434.92063,,,
Cuba,Pomelos and grapefruits,2022,3198,2023,3025.331065,,,
Cuba,Rice,2022,3469.4,2023,3997.704316,,,
Cuba,"Sisal, raw",2022,301.8,2023,380.8532756,,,
Cuba,Sorghum,2022,1579.6,2023,1521.717424,,,
Cuba,Soya beans,2022,2500,2023,2307.306134,,,
Cuba,Sugar cane,2022,37010,2023,35449.95953,,,
Cuba,"Tangerines, mandarins, clementines",2022,8528.7,2023,7200.594373,,,
Cuba,Watermelons,2022,15623.8,2023,15649.10962,,,
Cuba,"Roots and Tubers, Total",2022,7101,2023,7768.924869,,,
Cuba,Vegetables Primary,2022,10081.5,2023,11009.67809,,,
Cyprus,Apples,2022,7250,2023,5636.650613,,,
Cyprus,Apricots,2022,5263.2,2023,4972.678936,,,
Cyprus,Avocados,2022,7611.1,2023,7147.459565,,,
Cyprus,Bananas,2022,26095.2,2023,28847.15043,,,
Cyprus,Barley,2022,2321.7,2023,1746.624567,,,
Cyprus,"Broad beans and horse beans, dry",2022,2666.7,2023,2991.847972,,,
Cyprus,Cantaloupes and other melons,2022,55800,2023,49492.86887,,,
Cyprus,Figs,2022,9526.3,2023,8698.966368,,,
Cyprus,Grapes,2022,3588.5,2023,3592.166552,,,
Cyprus,Kiwi fruit,2022,15000,2023,16282.11163,,,
Cyprus,Lemons and limes,2022,13977.3,2023,13805.92815,,,
Cyprus,Oats,2022,1035.7,2023,1132.637441,,,
Cyprus,Olives,2022,2116.1,2023,2061.211176,,,
Cyprus,Oranges,2022,14035.1,2023,13927.56139,,,
Cyprus,"Other oil seeds, n.e.c.",2022,7000,2023,5047.339207,,,
Cyprus,Other pome fruits,2022,5000,2023,5033.946017,,,
Cyprus,Other pulses n.e.c.,2022,1166.7,2023,1188.082936,,,
Cyprus,Other stone fruits,2022,6200,2023,4653.813903,,,
Cyprus,"Other tropical fruits, n.e.c.",2022,2614.3,2023,2147.336878,,,
Cyprus,Peaches and nectarines,2022,6806.5,2023,6677.747413,,,
Cyprus,Pears,2022,7571.4,2023,6836.510413,,,
Cyprus,"Peas, dry",2022,1500,2023,1575.485042,,,
Cyprus,Plums and sloes,2022,3690.5,2023,3935.126799,,,
Cyprus,Pomelos and grapefruits,2022,42500,2023,38993.18469,,,
Cyprus,Strawberries,2022,31000,2023,25083.74389,,,
Cyprus,"Tangerines, mandarins, clementines",2022,19139.8,2023,22523.37387,,,
Cyprus,Triticale,2022,1885.7,2023,1869.335432,,,
Cyprus,Watermelons,2022,34388.9,2023,37057.05733,,,
Cyprus,Wheat,2022,2728.1,2023,2793.922323,,,
Cyprus,"Roots and Tubers, Total",2022,25000,2023,22146.58473,,,
Cyprus,"Treenuts, Total",2022,214.8,2023,312.0573031,,,
Cyprus,Vegetables Primary,2022,32265.8,2023,32166.92432,,,
Czechia,Apples,2022,18737.5,2023,23169.70854,,,
Czechia,Apricots,2022,1378.4,2023,1483.628327,,,
Czechia,Barley,2022,5612.4,2023,5787.454064,,,
Czechia,"Broad beans and horse beans, dry",2022,2181.8,2023,2930.476305,,,
Czechia,Cereals n.e.c.,2022,1404.3,2023,1580.910937,,,
Czechia,Cherries,2022,2139.5,2023,2300.575715,,,
Czechia,Currants,2022,1692.3,2023,2260.400072,,,
Czechia,Grapes,2022,5588.3,2023,5740.807335,,,
Czechia,Linseed,2022,1409.3,2023,1337.069495,,,
Czechia,Lupins,2022,1311.6,2023,1520.359943,,,
Czechia,Maize (corn),2022,7948.7,2023,8021.984512,,,
Czechia,Mixed grain,2022,1075.6,2023,2267.000089,,,
Czechia,Oats,2022,3720.9,2023,3678.358933,,,
Czechia,Other berries and fruits of the genus vaccinium n.e.c.,2022,0,2023,47.39225084,,,
Czechia,"Other oil seeds, n.e.c.",2022,866.5,2023,795.5622985,,,
Czechia,Other pulses n.e.c.,2022,1937.1,2023,2016.837158,,,
Czechia,Peaches and nectarines,2022,1214.3,2023,1775.474612,,,
Czechia,Pears,2022,10650,2023,12587.80872,,,
Czechia,"Peas, dry",2022,2833.9,2023,3126.8409,,,
Czechia,Plums and sloes,2022,5562.5,2023,4659.992749,,,
Czechia,Rape or colza seed,2022,3391.1,2023,3419.223057,,,
Czechia,Raspberries,2022,2500,2023,2471.374432,,,
Czechia,Rye,2022,5313,2023,5511.330503,,,
Czechia,Sour cherries,2022,3669.4,2023,4616.987668,,,
Czechia,Soya beans,2022,2296.4,2023,2497.714836,,,
Czechia,Strawberries,2022,4159.1,2023,3958.885682,,,
Czechia,Sugar beet,2022,69633.8,2023,81125.32703,,,
Czechia,Sunflower seed,2022,2654.1,2023,2765.34377,,,
Czechia,Triticale,2022,5117.6,2023,5498.124226,,,
Czechia,"True hemp, raw or retted",2022,1176.5,2023,738.679653,,,
Czechia,Wheat,2022,6072.7,2023,7530.980574,,,
Czechia,"Roots and Tubers, Total",2022,30224.2,2023,31160.10699,,,
Czechia,"Treenuts, Total",2022,857.1,2023,1029.552868,,,
Czechia,Vegetables Primary,2022,25133.2,2023,29296.10218,,,
Côte d'Ivoire,Avocados,2022,6897.5,2023,6107.111778,,,
Côte d'Ivoire,Bananas,2022,44588.2,2023,41183.63913,,,
Côte d'Ivoire,"Beans, dry",2022,850.6,2023,854.9216414,,,
Côte d'Ivoire,"Coconuts, in shell",2022,3078.7,2023,2807.928873,,,
Côte d'Ivoire,Fonio,2022,1262.7,2023,1189.974474,,,
Côte d'Ivoire,"Groundnuts, excluding shelled",2022,1472.7,2023,1260.845747,,,
Côte d'Ivoire,Karite nuts (sheanuts),2022,1365,2023,1142.259897,,,
Côte d'Ivoire,Maize (corn),2022,2084.2,2023,1739.175693,,,
Côte d'Ivoire,"Mangoes, guavas and mangosteens",2022,567.2,2023,532.4416562,,,
Côte d'Ivoire,Millet,2022,859.3,2023,785.8298156,,,
Côte d'Ivoire,Oil palm fruit,2022,7000,2023,4945.424246,,,
Côte d'Ivoire,Oranges,2022,12737.8,2023,10992.67078,,,
Côte d'Ivoire,"Other citrus fruit, n.e.c.",2022,12748.7,2023,11144.23316,,,
Côte d'Ivoire,"Other fruits, n.e.c.",2022,5229.1,2023,4986.626431,,,
Côte d'Ivoire,"Other oil seeds, n.e.c.",2022,722.2,2023,598.8248823,,,
Côte d'Ivoire,Other pulses n.e.c.,2022,773.1,2023,654.2679514,,,
Côte d'Ivoire,"Other tropical fruits, n.e.c.",2022,1243.5,2023,1152.978074,,,
Côte d'Ivoire,Papayas,2022,2401.8,2023,1935.239639,,,
Côte d'Ivoire,Pineapples,2022,60440.3,2023,57601.01199,,,
Côte d'Ivoire,Plantains and cooking bananas,2022,3846.3,2023,3346.910847,,,
Côte d'Ivoire,Pomelos and grapefruits,2022,5567.6,2023,5289.95928,,,
Côte d'Ivoire,Rice,2022,2896,2023,2403.282634,,,
Côte d'Ivoire,"Seed cotton, unginned",2022,1068,2023,1299.084875,,,
Côte d'Ivoire,Sesame seed,2022,209,2023,193.5863424,,,
Côte d'Ivoire,Sorghum,2022,707,2023,729.9238823,,,
Côte d'Ivoire,Soya beans,2022,1464.2,2023,1148.822956,,,
Côte d'Ivoire,Sugar cane,2022,80477.4,2023,70525.03425,,,
Côte d'Ivoire,"Roots and Tubers, Total",2022,5331.6,2023,4900.820458,,,
Côte d'Ivoire,"Treenuts, Total",2022,475.8,2023,445.1548256,,,
Côte d'Ivoire,Vegetables Primary,2022,3877.7,2023,3672.180875,,,
Democratic People's Republic of Korea,Apples,2022,11615.9,2023,13611.71458,,,
Democratic People's Republic of Korea,Barley,2022,1278.6,2023,1376.843459,,,
Democratic People's Republic of Korea,"Beans, dry",2022,879.4,2023,1008.875033,,,
Democratic People's Republic of Korea,Cantaloupes and other melons,2022,10938.5,2023,13028.65634,,,
Democratic People's Republic of Korea,Maize (corn),2022,3931.6,2023,4030.019458,,,
Democratic People's Republic of Korea,Millet,2022,1055.5,2023,1252.625988,,,
Democratic People's Republic of Korea,Oats,2022,1319.7,2023,1402.887464,,,
Democratic People's Republic of Korea,"Other fruits, n.e.c.",2022,4807.8,2023,5536.359252,,,
Democratic People's Republic of Korea,Peaches and nectarines,2022,4967.2,2023,5209.052261,,,
Democratic People's Republic of Korea,Pears,2022,10744.9,2023,11929.73294,,,
Democratic People's Republic of Korea,Rice,2022,4202,2023,4667.147803,,,
Democratic People's Republic of Korea,Rye,2022,1228.1,2023,1296.002689,,,
Democratic People's Republic of Korea,"Seed cotton, unginned",2022,1969.4,2023,1936.140783,,,
Democratic People's Republic of Korea,Sorghum,2022,1311.9,2023,1492.221698,,,
Democratic People's Republic of Korea,Soya beans,2022,1153.8,2023,1206.653567,,,
Democratic People's Republic of Korea,"True hemp, raw or retted",2022,699.3,2023,683.0598836,,,
Democratic People's Republic of Korea,Watermelons,2022,14985.6,2023,17935.91162,,,
Democratic People's Republic of Korea,Wheat,2022,1245.7,2023,1566.219067,,,
Democratic People's Republic of Korea,"Roots and Tubers, Total",2022,5359.2,2023,5683.497347,,,
Democratic People's Republic of Korea,"Treenuts, Total",2022,1737.4,2023,1853.506174,,,
Democratic People's Republic of Korea,Vegetables Primary,2022,12227,2023,11245.56562,,,
Denmark,Apples,2022,29099.3,2023,29550.9619,,,
Denmark,Barley,2022,6708.9,2023,6717.385498,,,
Denmark,Blueberries,2022,1100,2023,1582.973347,,,
Denmark,"Broad beans and horse beans, dry",2022,4203.7,2023,4568.765046,,,
Denmark,Cherries,2022,3888.9,2023,5627.92099,,,
Denmark,Currants,2022,2156.9,2023,2844.616053,,,
Denmark,Maize (corn),2022,7225,2023,8184.915352,,,
Denmark,Mixed grain,2022,3631.5,2023,3974.943616,,,
Denmark,Oats,2022,5693.7,2023,6176.830932,,,
Denmark,Other berries and fruits of the genus vaccinium n.e.c.,2022,1956.5,2023,3013.610107,,,
Denmark,Pears,2022,27551.7,2023,30506.86587,,,
Denmark,"Peas, dry",2022,4399.3,2023,4592.232161,,,
Denmark,Plums and sloes,2022,3300,2023,4497.171035,,,
Denmark,Rape or colza seed,2022,4493.2,2023,4921.027549,,,
Denmark,Raspberries,2022,7800,2023,7362.116656,,,
Denmark,Rye,2022,6343.8,2023,6539.036849,,,
Denmark,Sour cherries,2022,3281.3,2023,4959.07292,,,
Denmark,Strawberries,2022,6930.2,2023,8578.111043,,,
Denmark,Sugar beet,2022,72296.5,2023,84138.88219,,,
Denmark,Triticale,2022,6303.8,2023,6824.294353,,,
Denmark,Wheat,2022,8376,2023,9702.143026,,,
Denmark,"Roots and Tubers, Total",2022,44216.2,2023,45377.43115,,,
Denmark,Vegetables Primary,2022,21393.2,2023,27647.13792,,,
Djibouti,"Beans, dry",2022,318.4,2023,348.7300713,,,
Djibouti,Cantaloupes and other melons,2022,22404.7,2023,21260.41277,,,
Djibouti,Dates,2022,2552.9,2023,2872.15406,,,
Djibouti,Lemons and limes,2022,5422.3,2023,5902.050362,,,
Djibouti,Maize (corn),2022,2061.7,2023,1941.630899,,,
Djibouti,"Mangoes, guavas and mangosteens",2022,5471,2023,5826.877585,,,
Djibouti,Oranges,2022,8042.2,2023,7294.330958,,,
Djibouti,"Other tropical fruits, n.e.c.",2022,7498.7,2023,6974.231846,,,
Djibouti,Pears,2022,6001.6,2023,6203.114742,,,
Djibouti,"Tangerines, mandarins, clementines",2022,3410.8,2023,3769.418421,,,
Djibouti,Watermelons,2022,22175.4,2023,22105.5918,,,
Djibouti,Vegetables Primary,2022,6898.6,2023,6971.78231,,,
Dominican Republic,Avocados,2022,18625.2,2023,15975.51876,,,
Dominican Republic,Bananas,2022,46163.7,2023,34794.12289,,,
Dominican Republic,"Beans, dry",2022,1056.5,2023,1055.164586,,,
Dominican Republic,"Broad beans and horse beans, dry",2022,1340.5,2023,1455.472776,,,
Dominican Republic,Cantaloupes and other melons,2022,10314.9,2023,17451.55775,,,
Dominican Republic,"Chick peas, dry",2022,1162.6,2023,1252.732394,,,
Dominican Republic,"Coconuts, in shell",2022,8921.6,2023,9080.677243,,,
Dominican Republic,"Groundnuts, excluding shelled",2022,1599.9,2023,1489.739474,,,
Dominican Republic,Lemons and limes,2022,1830.3,2023,1957.83889,,,
Dominican Republic,Maize (corn),2022,1845.5,2023,1912.512426,,,
Dominican Republic,"Mangoes, guavas and mangosteens",2022,13977.1,2023,11837.75453,,,
Dominican Republic,Oil palm fruit,2022,13845.4,2023,14539.619,,,
Dominican Republic,Oranges,2022,5836.8,2023,6064.421954,,,
Dominican Republic,"Other fruits, n.e.c.",2022,4537.2,2023,4365.936571,,,
Dominican Republic,Other pulses n.e.c.,2022,14619,2023,12299.42221,,,
Dominican Republic,"Other tropical fruits, n.e.c.",2022,10762.1,2023,11184.26015,,,
Dominican Republic,Papayas,2022,127886.5,2023,114779.5104,,,
Dominican Republic,"Peas, dry",2022,924.3,2023,1030.636247,,,
Dominican Republic,"Pigeon peas, dry",2022,1119.9,2023,1222.371583,,,
Dominican Republic,Pineapples,2022,65124.7,2023,55142.42363,,,
Dominican Republic,Plantains and cooking bananas,2022,23455.4,2023,23065.67637,,,
Dominican Republic,Pomelos and grapefruits,2022,3956.8,2023,4394.831318,,,
Dominican Republic,Rice,2022,5807.9,2023,5693.068908,,,
Dominican Republic,"Sisal, raw",2022,194.8,2023,232.3923622,,,
Dominican Republic,Sorghum,2022,1439.2,2023,1536.896775,,,
Dominican Republic,Sugar cane,2022,41099.6,2023,47538.52004,,,
Dominican Republic,Watermelons,2022,311814.3,2023,268480.2803,,,
Dominican Republic,"Roots and Tubers, Total",2022,7283.5,2023,8771.06139,,,
Dominican Republic,"Treenuts, Total",2022,71.6,2023,114.2064082,,,
Dominican Republic,Vegetables Primary,2022,20977.7,2023,17269.67144,,,
Ecuador,"Abaca, manila hemp, raw",2022,1305.8,2023,1405.713846,,,
Ecuador,"Agave fibres, raw, n.e.c.",2022,1356.4,2023,1427.45402,,,
Ecuador,Apples,2022,5305.6,2023,5762.442487,,,
Ecuador,Apricots,2022,5115.8,2023,5625.581543,,,
Ecuador,Avocados,2022,6107.1,2023,5608.336361,,,
Ecuador,Bananas,2022,36281.8,2023,37319.78661,,,
Ecuador,Barley,2022,1460.8,2023,1524.376517,,,
Ecuador,"Beans, dry",2022,632.5,2023,773.1134358,,,
Ecuador,"Broad beans and horse beans, dry",2022,657.2,2023,957.6362886,,,
Ecuador,Cantaloupes and other melons,2022,10544.9,2023,10504.06537,,,
Ecuador,Castor oil seeds,2022,1568.8,2023,1658.984355,,,
Ecuador,"Coconuts, in shell",2022,5755.8,2023,6345.107373,,,
Ecuador,Figs,2022,1161.5,2023,1374.67243,,,
Ecuador,Grapes,2022,6967.7,2023,5690.746007,,,
Ecuador,"Groundnuts, excluding shelled",2022,1570.5,2023,1510.642568,,,
Ecuador,Lemons and limes,2022,6888.4,2023,7344.00758,,,
Ecuador,"Lentils, dry",2022,758.9,2023,857.6549686,,,
Ecuador,Linseed,2022,333.3,2023,411.451302,,,
Ecuador,Lupins,2022,390,2023,473.9226016,,,
Ecuador,Maize (corn),2022,4527.6,2023,4657.494504,,,
Ecuador,"Mangoes, guavas and mangosteens",2022,7880.8,2023,7437.036384,,,
Ecuador,Oats,2022,748.3,2023,846.8672243,,,
Ecuador,Oil palm fruit,2022,16242.6,2023,14320.75002,,,
Ecuador,Oranges,2022,12591.5,2023,11411.48912,,,
Ecuador,Other berries and fruits of the genus vaccinium n.e.c.,2022,1842.5,2023,2343.97485,,,
Ecuador,"Other citrus fruit, n.e.c.",2022,2384.9,2023,2514.341184,,,
Ecuador,"Other fruits, n.e.c.",2022,11695.8,2023,11693.91312,,,
Ecuador,"Other tropical fruits, n.e.c.",2022,7293.4,2023,6978.360283,,,
Ecuador,Papayas,2022,12847.6,2023,14017.78692,,,
Ecuador,Peaches and nectarines,2022,3287.2,2023,4374.621587,,,
Ecuador,Pears,2022,3166.3,2023,3784.207651,,,
Ecuador,"Peas, dry",2022,532.2,2023,605.578559,,,
Ecuador,Pineapples,2022,48470.3,2023,35270.39837,,,
Ecuador,Plantains and cooking bananas,2022,7487.9,2023,6989.310364,,,
Ecuador,Plums and sloes,2022,7463.6,2023,7213.435685,,,
Ecuador,Pomelos and grapefruits,2022,11108.5,2023,12065.0745,,,
Ecuador,Quinoa,2022,1056.2,2023,1024.858828,,,
Ecuador,Rice,2022,3708.7,2023,4180.899911,,,
Ecuador,Rye,2022,631,2023,831.3771514,,,
Ecuador,"Seed cotton, unginned",2022,1308.3,2023,1714.085156,,,
Ecuador,Sesame seed,2022,804.5,2023,723.1714223,,,
Ecuador,Sorghum,2022,1612.3,2023,1782.680064,,,
Ecuador,Soya beans,2022,1332,2023,1255.339732,,,
Ecuador,Strawberries,2022,14214.8,2023,14395.37168,,,
Ecuador,Sugar beet,2022,6357.8,2023,6592.664408,,,
Ecuador,Sugar cane,2022,68410.5,2023,71961.96411,,,
Ecuador,Sunflower seed,2022,1721,2023,1954.55217,,,
Ecuador,"Tangerines, mandarins, clementines",2022,3938.5,2023,3783.883559,,,
Ecuador,Vetches,2022,2608.7,2023,3073.4037,,,
Ecuador,Watermelons,2022,15229.5,2023,18473.94538,,,
Ecuador,Wheat,2022,1690.8,2023,2095.376813,,,
Ecuador,"Roots and Tubers, Total",2022,8898.4,2023,8937.941416,,,
Ecuador,Vegetables Primary,2022,7330.3,2023,9620.25496,,,
Egypt,Apples,2022,25907.3,2023,24584.60066,,,
Egypt,Apricots,2022,14877.6,2023,14956.1901,,,
Egypt,Bananas,2022,36165.9,2023,36232.89735,,,
Egypt,Barley,2022,3947.6,2023,3946.975096,,,
Egypt,"Beans, dry",2022,3638.4,2023,3529.918512,,,
Egypt,"Broad beans and horse beans, dry",2022,4108,2023,3233.617856,,,
Egypt,Cantaloupes and other melons,2022,25104.3,2023,25638.68425,,,
Egypt,"Chick peas, dry",2022,2793.9,2023,2819.814884,,,
Egypt,"Cow peas, dry",2022,3751.1,2023,3367.000862,,,
Egypt,Dates,2022,29602.7,2023,33713.4105,,,
Egypt,Figs,2022,6644.4,2023,6547.906649,,,
Egypt,"Flax, raw or retted",2022,898,2023,733.0177733,,,
Egypt,Grapes,2022,19875.6,2023,19832.53096,,,
Egypt,"Groundnuts, excluding shelled",2022,3203.1,2023,3359.857956,,,
Egypt,"Jute, raw or retted",2022,2552.7,2023,1953.436886,,,
Egypt,Lemons and limes,2022,21054.4,2023,19597.10242,,,
Egypt,"Lentils, dry",2022,2400,2023,2253.496669,,,
Egypt,Linseed,2022,1500,2023,2125.968036,,,
Egypt,Lupins,2022,1963.3,2023,1920.269523,,,
Egypt,Maize (corn),2022,8064.5,2023,7106.90784,,,
Egypt,"Mangoes, guavas and mangosteens",2022,8069.2,2023,9448.811425,,,
Egypt,Olives,2022,10075.9,2023,8940.199454,,,
Egypt,Oranges,2022,23663.8,2023,23120.49083,,,
Egypt,Other berries and fruits of the genus vaccinium n.e.c.,2022,7970.2,2023,10533.20438,,,
Egypt,"Other citrus fruit, n.e.c.",2022,13698,2023,11242.37357,,,
Egypt,"Other fruits, n.e.c.",2022,21534.6,2023,19179.10337,,,
Egypt,Other pulses n.e.c.,2022,2218.2,2023,2237.756604,,,
Egypt,Other stone fruits,2022,7643.9,2023,7067.01248,,,
Egypt,"Other tropical fruits, n.e.c.",2022,7849,2023,6161.832911,,,
Egypt,Peaches and nectarines,2022,22168.7,2023,23149.60674,,,
Egypt,Pears,2022,14905.2,2023,15298.43665,,,
Egypt,"Peas, dry",2022,2960.2,2023,2437.363098,,,
Egypt,Plums and sloes,2022,13557.1,2023,16977.1468,,,
Egypt,Pomelos and grapefruits,2022,14300.9,2023,14732.99263,,,
Egypt,Quinces,2022,7073.6,2023,6656.162724,,,
Egypt,Rice,2022,8973.9,2023,8681.104261,,,
Egypt,Rye,2022,1999.7,2023,2009.612461,,,
Egypt,"Seed cotton, unginned",2022,2195.3,2023,2186.554808,,,
Egypt,Sesame seed,2022,1500,2023,1288.899496,,,
Egypt,Sorghum,2022,5000,2023,4694.376932,,,
Egypt,Soya beans,2022,2923.1,2023,2439.250089,,,
Egypt,Strawberries,2022,40279.2,2023,34740.64544,,,
Egypt,Sugar beet,2022,53411.1,2023,50796.17812,,,
Egypt,Sugar cane,2022,105509.8,2023,100151.2345,,,
Egypt,Sunflower seed,2022,2630.4,2023,2349.830898,,,
Egypt,"Tangerines, mandarins, clementines",2022,20722.5,2023,21409.77172,,,
Egypt,Vetches,2022,3043.7,2023,2559.013968,,,
Egypt,Watermelons,2022,32547.6,2023,31895.07054,,,
Egypt,Wheat,2022,6782,2023,5843.769487,,,
Egypt,"Roots and Tubers, Total",2022,29195.6,2023,25746.67233,,,
Egypt,"Treenuts, Total",2022,4579.1,2023,4128.010334,,,
Egypt,Vegetables Primary,2022,25841.5,2023,28286.00027,,,
El Salvador,"Agave fibres, raw, n.e.c.",2022,406.6,2023,381.5058817,,,
El Salvador,Apples,2022,6667.6,2023,7920.414116,,,
El Salvador,Avocados,2022,47738.4,2023,43048.71231,,,
El Salvador,Bananas,2022,27912.4,2023,19882.33289,,,
El Salvador,"Beans, dry",2022,994.6,2023,1121.292759,,,
El Salvador,Cantaloupes and other melons,2022,22535.5,2023,26790.82118,,,
El Salvador,"Coconuts, in shell",2022,29861.3,2023,28676.0104,,,
El Salvador,"Jute, raw or retted",2022,850.8,2023,833.1017469,,,
El Salvador,"Kenaf, and other textile bast fibres, raw or retted",2022,726.3,2023,851.5624581,,,
El Salvador,Lemons and limes,2022,13447,2023,15714.4059,,,
El Salvador,Maize (corn),2022,2896.6,2023,3275.835549,,,
El Salvador,"Mangoes, guavas and mangosteens",2022,14189.2,2023,15652.99462,,,
El Salvador,Olives,2022,2014.1,2023,2402.328488,,,
El Salvador,Oranges,2022,22882.6,2023,28879.66712,,,
El Salvador,"Other fruits, n.e.c.",2022,7629.1,2023,7568.543947,,,
El Salvador,Papayas,2022,33607.7,2023,32181.52308,,,
El Salvador,Pineapples,2022,21291.6,2023,29022.84403,,,
El Salvador,Plantains and cooking bananas,2022,19997.1,2023,22778.64402,,,
